Time,Frequency,DominantFrequency,Energy,Amplitude
0,0,0,0,0
0.0213125,0,0,0,0
0.04797916666666667,74.376419164396,193.798828125,1982.291015625,0.08807061542308936
0.058645833333333335,116.5046396841066,473.73046875,3761.26171875,0.08807061542308936
0.09064583333333333,121.92074493731918,473.73046875,4229.181640625,0.27374852785513704
0.1013125,123.17106830529649,473.73046875,4477.1142578125,0.27374852785513704
0.12797916666666667,118.23467311491846,559.86328125,4483.8603515625,0.20298927179322612
0.15464583333333334,112.83689823278489,279.931640625,4382.806640625,0.20298927179322612
0.1813125,107.8505674453893,279.931640625,4252.2333984375,0.19957830001287674
0.20797916666666666,100.9246766336301,279.931640625,3944.4306640625,0.19870888839173084
0.21864583333333334,92.45417983338122,279.931640625,3847.05859375,0.19870888839173084
0.2453125,89.8950565023742,279.931640625,3784.2724609375,0.19870888839173084
0.2613125,89.67825124515772,279.931640625,3787.9599609375,0.21676857100810804
0.2879791666666667,89.5691788943234,279.931640625,3791.845703125,0.21676857100810804
0.29864583333333333,88.67302564872882,279.931640625,3733.8291015625,0.24922064005925826
0.33064583333333336,88.84226543942992,279.931640625,3777.685546875,0.24922064005925826
0.3413125,89.80787464263743,236.865234375,3880.2763671875,0.23614790328481056
0.3679791666666667,88.76701196969142,279.931640625,3838.2529296875,0.23614790328481056
0.3946458333333333,88.6074390828326,279.931640625,3786.6083984375,0.23860032055092567
0.4053125,87.89168091591704,279.931640625,3754.423828125,0.23860032055092567
0.4319791666666667,85.78831897038347,279.931640625,3753.0009765625,0.2645068568380796
0.44797916666666665,84.06165134838685,279.931640625,3767.9404296875,0.2645068568380796
0.4746458333333333,84.79226215166484,279.931640625,3757.0673828125,0.28291483398160555
0.5013125,87.44764885609956,279.931640625,3734.48046875,0.28291483398160555
0.5279791666666667,87.94250994091196,279.931640625,3731.5185546875,0.2725935559759779
0.5386458333333334,87.49248276121934,279.931640625,3656.0556640625,0.2725935559759779
0.5653125,86.80652812288231,279.931640625,3703.470703125,0.256755030486305
0.5813125,85.18373402312842,279.931640625,3697.806640625,0.256755030486305
0.6079791666666666,83.17647287878198,279.931640625,3603.9013671875,0.243180965572633
0.6186458333333333,81.21332969134116,279.931640625,3649.2333984375,0.243180965572633
0.6453125,78.9599952703768,279.931640625,3658.078125,0.2377754879922735
0.6613125,76.8050732717426,279.931640625,3679.1796875,0.2377754879922735
0.6879791666666667,75.46126717742916,279.931640625,3627.3857421875,0.2803616572407407
0.6986458333333333,74.7832914313976,279.931640625,3562.9775390625,0.2803616572407407
0.7306458333333333,74.35539520610433,279.931640625,3534.232421875,0.30769526202878494
0.7413125,74.27681328770554,279.931640625,3500.42578125,0.30769526202878494
0.7679791666666667,73.85915018931426,279.931640625,3459.306640625,0.3206028965866169
0.7946458333333334,72.91188568036297,279.931640625,3446.3974609375,0.3206028965866169
0.8053125,71.93304122176373,279.931640625,3458.3173828125,0.2793636990647701
0.8319791666666667,70.76874216825821,279.931640625,3410.1279296875,0.2793636990647701
0.8479791666666666,69.6813914721881,279.931640625,3360.716796875,0.2861381404541834
0.8746458333333333,69.95881727103466,279.931640625,3283.630859375,0.2861381404541834
0.8853125,69.24300494826811,279.931640625,3235.490234375,0.2861381404541834
