Time,Frequency,DominantFrequency,Energy,Amplitude
0,0,0,0,0
0.026645833333333334,0,0,0,0
0.0373125,0,0,0,0.000005159727316664092
0.0693125,46.02969984202212,150.732421875,425.53515625,0.000005159727316664092
0.07997916666666667,70.33235146203032,150.732421875,1393.4892578125,0.22285897541514477
0.10664583333333333,105.09901986754967,129.19921875,2346.861328125,0.22285897541514477
0.1173125,136.61580967646685,107.666015625,2632.5888671875,0.22285897541514477
0.14397916666666666,131.59927317851444,64.599609375,2640.263671875,0.4104723770276049
0.15997916666666667,128.55156106519743,64.599609375,2596.814453125,0.4104723770276049
0.18664583333333334,123.9855489918469,43.06640625,2513.7001953125,0.3846864641505885
0.1973125,119.49180243877447,43.06640625,2455.484375,0.3846864641505885
0.22397916666666667,117.77459739981809,43.06640625,2389.5478515625,0.41292983545486134
0.23997916666666666,116.36832092188943,43.06640625,2371.8271484375,0.41292983545486134
0.26664583333333336,113.65439775910365,43.06640625,2329.75,0.40044475366048515
0.2773125,112.35660280825422,43.06640625,2298.7490234375,0.40044475366048515
0.3093125,109.48354725787631,43.06640625,2237.591796875,0.36151186245317124
0.31997916666666665,107.31578007854338,43.06640625,2193.369140625,0.36151186245317124
0.3466458333333333,105.18819551183523,43.06640625,2124.5361328125,0.33617531874827206
0.3733125,104.41741029641186,43.06640625,2092.1904296875,0.33617531874827206
0.39997916666666666,103.20439729004218,43.06640625,2032.240234375,0.3368144520480656
0.42664583333333334,112.96508683068018,43.06640625,2146.048828125,0.3366707671015639
0.4533125,113.40767758909352,43.06640625,2170.1015625,0.3366707671015639
0.4799791666666667,110.544327641733,43.06640625,2159.8837890625,0.3285910179552133
0.5066458333333334,107.41701863354037,43.06640625,2132.771484375,0.27021482980317624
0.5333125,103.53422552346801,43.06640625,2083.2958984375,0.27021482980317624
0.5599791666666667,101.85395310474844,43.06640625,2144.83984375,0.28515657794193483
0.5866458333333333,96.00089643219984,43.06640625,2164.4970703125,0.28515657794193483
0.5973125,89.77384298294922,43.06640625,2112.7880859375,0.2689029149974006
0.6293125,87.22614479406498,43.06640625,2074.826171875,0.2689029149974006
0.6399791666666667,83.3936844916216,43.06640625,1988.1650390625,0.20168976239964784
0.6666458333333334,80.3524573166517,43.06640625,1920.3720703125,0.20168976239964784
0.6773125,77.83908371040724,43.06640625,1878.59375,0.20481521571646188
0.7093125,76.49328310469828,43.06640625,1862.1181640625,0.20481521571646188
0.7359791666666666,76.07478898574789,43.06640625,1881.38671875,0.1971014444999315
0.7573125,88.48993887782433,43.06640625,1894.5107421875,0.1394501629097198
0.7839791666666667,90.54102150914314,43.06640625,1851.8193359375,0.1394501629097198
0.7999791666666667,91.29123083536324,43.06640625,1804.61328125,0.1394501629097198
0.8266458333333333,90.32026719518461,43.06640625,1751.2490234375,0.13045170070374984
0.8373125,89.20525573454087,43.06640625,1735.5595703125,0.13045170070374984
0.8639791666666666,88.13954914890354,43.06640625,1679.80859375,0.1262854347549342
0.8799791666666666,85.93468784057293,43.06640625,1661.4765625,0.1262854347549342
0.9066458333333334,82.4957795827361,43.06640625,1633.0859375,0.11122879242248944
0.9333125,81.32208737864077,150.732421875,1610.8828125,0.1006368204770271
0.9439791666666667,78.29327682207263,150.732421875,1560.8017578125,0.1006368204770271
0.9706458333333333,76.2437194402293,150.732421875,1536.5625,0.09101964749946895
0.9973125,75.24220746039857,150.732421875,1501.341796875,0.09101964749946895
1.0293125,74.56372632656543,150.732421875,1493.365234375,0.08287483672267608
1.0399791666666667,71.36152201795639,150.732421875,1462.8154296875,0.08287483672267608
1.0666458333333333,69.1115971935617,150.732421875,1511.1689453125,0.07663048061157385
1.0773125,75.78251240931654,150.732421875,1631.2978515625,0.07663048061157385
1.1039791666666667,85.75027591788684,150.732421875,1666.3837890625,0.09489803075063712
