Time,Frequency,DominantFrequency,Energy,Amplitude
0,0,0,0,0
0.0213125,0,0,0,0
0.04797916666666667,64.00830737279335,2110.25390625,19.6455078125,0.0016536438552292732
0.058645833333333335,161.46568674698796,172.265625,1399.740234375,0.0016536438552292732
0.0853125,221.23349026861155,172.265625,4756.232421875,0.1205266709197558
0.1013125,238.3016502840653,172.265625,5862.0048828125,0.1205266709197558
0.12797916666666667,233.4427190791617,172.265625,5927.408203125,0.19684338610792726
0.15464583333333334,226.95453692936718,172.265625,5426.951171875,0.19684338610792726
0.1653125,205.85481421267676,366.064453125,4862.2939453125,0.18966283681314167
0.19197916666666667,190.22365233911185,172.265625,4291.3828125,0.18966283681314167
0.20797916666666666,182.6237452752259,172.265625,4024.9482421875,0.09772760285464292
0.23464583333333333,169.1284864470509,172.265625,3481.970703125,0.09772760285464292
0.2453125,158.4823079768216,172.265625,3099.56640625,0.09772760285464292
0.27197916666666666,145.2806999414419,366.064453125,2718.5322265625,0.06521891056227744
0.2879791666666667,137.67485697520902,366.064453125,2538.009765625,0.06521891056227744
0.31464583333333335,174.1520116566059,366.064453125,3074.9423828125,0.054633558943497834
0.3253125,217.49891081228267,172.265625,4859.12890625,0.054633558943497834
0.3573125,226.2012837266508,172.265625,5484.41015625,0.16964623382005345
0.3679791666666667,227.40834159758995,150.732421875,5736.5712890625,0.16964623382005345
0.3946458333333333,220.09330459435319,150.732421875,5519.49609375,0.2186428525898761
0.4213125,208.31330183727033,150.732421875,5020.4267578125,0.1664336117871545
0.4319791666666667,196.24503961458547,150.732421875,4541.8056640625,0.1664336117871545
0.4586458333333333,182.64370707655152,150.732421875,4043.3837890625,0.08392645478036063
0.49064583333333334,175.392932824751,150.732421875,3808.001953125,0.08392645478036063
0.5013125,169.21951627751275,301.46484375,3573.9384765625,0.08392645478036063
0.5279791666666667,156.36314634910687,301.46484375,3085.470703125,0.07783871475352333
0.5546458333333333,159.92645608677674,301.46484375,2942.3173828125,0.07165104700810368
0.5653125,208.5717545060461,301.46484375,3535.1298828125,0.07165104700810368
0.5813125,208.97127347840708,301.46484375,3898.330078125,0.07165104700810368
0.6079791666666666,216.14413458281587,301.46484375,4234.7451171875,0.07247749311623017
0.6186458333333333,210.87528748590756,150.732421875,4365.31640625,0.07247749311623017
0.6453125,202.68521272003454,150.732421875,4058.669921875,0.1890433068191259
0.6719791666666667,188.2674520883866,150.732421875,3586.9755859375,0.1890433068191259
0.6879791666666667,179.7198566550975,150.732421875,3376.8154296875,0.21428057615049584
0.7146458333333333,162.4191311049032,150.732421875,2931.2119140625,0.21428057615049584
0.7253125,145.87886915549112,150.732421875,2584.21875,0.12630542888157642
0.7519791666666666,126.46013077271044,150.732421875,2300.6533203125,0.12630542888157642
0.7679791666666667,118.21634047024826,150.732421875,2168.9677734375,0.07313358127441905
0.7946458333333334,108.26085058920518,150.732421875,1927.0419921875,0.07313358127441905
0.8053125,134.04376586096436,150.732421875,2100.7431640625,0.053270611913374774
0.8319791666666667,213.29670824835176,150.732421875,3920.279296875,0.053270611913374774
0.8479791666666666,227.59383477188655,150.732421875,4798.193359375,0.13593439375146388
0.8746458333333333,225.2155677910513,172.265625,5137.3466796875,0.13593439375146388
